Entry	EC number	genus
RS_GCF_018283645.1_rep3	1920515	977794
RS_GCF_018283645.1_rep2	1920515	977794
RS_GCF_018283645.1_rep6	1920515	977794
RS_GCF_018283645.1_rep1	1920515	977794
RS_GCF_018283645.1_rep7	1920515	977794
RS_GCF_018283645.1_rep4	1920515	977794
GB_GCA_955652245.1	1921511	2984030
GB_GCA_955652715.1	1921511	2984030
GB_GCA_013372845.1	1921511	2665650
RS_GCF_003058465.1_rep2	1921582	2163011
RS_GCF_022811525.1_rep0	1921582	2782176
RS_GCF_022811525.1_rep7	1921582	2782176
RS_GCF_022811525.1	1921582	2782176
RS_GCF_900089455.2_rep4	1921582	1851544
RS_GCF_900089455.2_rep2	1921582	1851544
RS_GCF_022811525.1_rep1	1921582	2782176
RS_GCF_900089455.2_rep7	1921582	1851544
RS_GCF_003058465.1_rep1	1921582	2163011
RS_GCF_003058465.1_rep5	1921582	2163011
RS_GCF_003058465.1	1921582	2163011
RS_GCF_900089455.2	1921582	1851544
RS_GCF_022811525.1_rep8	1921582	2782176
RS_GCF_022811525.1_rep4	1921582	2782176
RS_GCF_022811525.1_rep6	1921582	2782176
RS_GCF_022811525.1_rep2	1921582	2782176
RS_GCF_900089455.2_rep3	1921582	1851544
RS_GCF_003058465.1_rep4	1921582	2163011
RS_GCF_022811525.1_rep3	1921582	2782176
RS_GCF_900089455.2_rep0	1921582	1851544
RS_GCF_003058465.1_rep3	1921582	2163011
RS_GCF_900089455.2_rep1	1921582	1851544
RS_GCF_003058465.1_rep6	1921582	2163011
RS_GCF_003058465.1_rep7	1921582	2163011
RS_GCF_001017655.1_rep5	1921784	1307763
RS_GCF_001017655.1	1921784	1307763
RS_GCF_001017655.1_rep1	1921784	1307763
RS_GCF_001017655.1_rep0	1921784	1307763
RS_GCF_001017655.1_rep4	1921784	1307763
RS_GCF_001017655.1_rep2	1921784	1307763
RS_GCF_001017655.1_rep8	1921784	1307763
RS_GCF_001017655.1_rep7	1921784	1307763
GB_GCA_030674875.1_rep6	1921933	3051869
GB_GCA_030674915.1_rep8	1921933	539814
GB_GCA_030674915.1_rep4	1921933	539814
GB_GCA_030674915.1_rep1	1921933	539814
GB_GCA_030674875.1_rep8	1921933	3051869
GB_GCA_030674875.1_rep7	1921933	3051869
GB_GCA_030674875.1_rep5	1921933	3051869
GB_GCA_030674915.1_rep0	1921933	539814
GB_GCA_030674875.1_rep4	1921933	3051869
GB_GCA_030674875.1_rep0	1921933	3051869
GB_GCA_030674875.1_rep2	1921933	3051869
GB_GCA_030674915.1_rep2	1921933	539814
GB_GCA_030674875.1_rep1	1921933	3051869
GB_GCA_030674875.1_rep3	1921933	3051869
GB_GCA_030674915.1_rep6	1921933	539814
GB_GCA_030674915.1_rep3	1921933	539814
RS_GCF_000829905.1_rep6	1922299	1585974
RS_GCF_000829905.1	1922299	1585974
RS_GCF_000829905.1_rep8	1922299	1585974
RS_GCF_000829905.1_rep0	1922299	1585974
RS_GCF_000829905.1_rep2	1922299	1585974
RS_GCF_000829905.1_rep5	1922299	1585974
RS_GCF_000829905.1_rep4	1922299	1585974
RS_GCF_000829905.1_rep3	1922299	1585974
RS_GCF_001375675.1_rep7	1923871	1632858
RS_GCF_001375675.1	1923871	1632858
RS_GCF_001375675.1_rep6	1923871	1632858
RS_GCF_001375675.1_rep2	1923871	1632858
RS_GCF_001375675.1_rep5	1923871	1632858
RS_GCF_001375675.1_rep8	1923871	1632858
RS_GCF_001375675.1_rep0	1923871	1632858
RS_GCF_001375675.1_rep3	1923871	1632858
RS_GCF_001403615.1_rep4	1924062	1650662
RS_GCF_001403615.1	1924062	1650662
RS_GCF_001403615.1_rep5	1924062	1650662
RS_GCF_001403615.1_rep2	1924062	1650662
RS_GCF_001403615.1_rep0	1924062	1650662
RS_GCF_001403615.1_rep3	1924062	1650662
RS_GCF_001403615.1_rep8	1924062	1650662
RS_GCF_001403615.1_rep6	1924062	1650662
RS_GCF_001282625.1_rep0	1924067	1627894
RS_GCF_001282625.1	1924067	1627894
RS_GCF_001282625.1_rep8	1924067	1627894
RS_GCF_001282625.1_rep1	1924067	1627894
RS_GCF_001282625.1_rep7	1924067	1627894
RS_GCF_001282625.1_rep4	1924067	1627894
RS_GCF_001282625.1_rep3	1924067	1627894
RS_GCF_001282625.1_rep6	1924067	1627894
GB_GCA_019118525.1_rep5	1924081	2838476
RS_GCF_900086725.1_rep1	1924081	1745713
GB_GCA_019118525.1_rep7	1924081	2838476
GB_GCA_934307065.1	1924081	1924086
GB_GCA_019118525.1_rep3	1924081	2838476
GB_GCA_934320645.1_rep3	1924081	1924086
GB_GCA_019118525.1_rep8	1924081	2838476
GB_GCA_934320645.1_rep0	1924081	1924086
GB_GCA_019118525.1_rep6	1924081	2838476
GB_GCA_019118525.1_rep0	1924081	2838476
GB_GCA_019118525.1	1924081	2838476
RS_GCF_900086725.1	1924081	1745713
RS_GCF_900086725.1_rep0	1924081	1745713
GB_GCA_934320645.1	1924081	1924086
RS_GCF_900086725.1_rep5	1924081	1745713
GB_GCA_934320645.1_rep1	1924081	1924086
GB_GCA_934320645.1_rep2	1924081	1924086
GB_GCA_934307065.1_rep1	1924081	1924086
GB_GCA_934307065.1_rep2	1924081	1924086
RS_GCF_900086725.1_rep7	1924081	1745713
GB_GCA_019118525.1_rep4	1924081	2838476
RS_GCF_900086725.1_rep2	1924081	1745713
GB_GCA_934307065.1_rep0	1924081	1924086
RS_GCF_900086725.1_rep3	1924081	1745713
GB_GCA_902472225.1_rep0	1924093	1924096
RS_GCF_021531715.1_rep1	1924093	1673717
GB_GCA_930987725.1_rep1	1924093	1924096
GB_GCA_902472225.1	1924093	1924096
RS_GCF_021531715.1	1924093	1673717
GB_GCA_945988865.1_rep1	1924093	1924096
GB_GCA_930987725.1	1924093	1924096
RS_GCF_021531715.1_rep0	1924093	1673717
GB_GCA_902472225.1_rep2	1924093	1924096
GB_GCA_019118845.1_rep3	1924093	2838460
GB_GCA_019118845.1	1924093	2838460
GB_GCA_945988865.1	1924093	1924096
GB_GCA_019118845.1_rep5	1924093	2838460
RS_GCF_001261775.1	1924093	1673717
RS_GCF_001261775.1_rep1	1924093	1673717
GB_GCA_902472225.1_rep1	1924093	1924096
GB_GCA_019118845.1_rep6	1924093	2838460
GB_GCA_945988865.1_rep0	1924093	1924096
RS_GCF_001261775.1_rep2	1924093	1673717
GB_GCA_019118845.1_rep4	1924093	2838460
GB_GCA_019118845.1_rep0	1924093	2838460
RS_GCF_021531715.1_rep3	1924093	1673717
RS_GCF_001261775.1_rep0	1924093	1673717
RS_GCF_001261775.1_rep3	1924093	1673717
RS_GCF_900626135.1_rep2	1924097	1720316
RS_GCF_900626135.1	1924097	1720316
RS_GCF_900626135.1_rep0	1924097	1720316
RS_GCF_009911265.1_rep2	1924097	1720316
RS_GCF_900626135.1_rep1	1924097	1720316
RS_GCF_009911265.1_rep0	1924097	1720316
RS_GCF_009911265.1_rep1	1924097	1720316
RS_GCF_009911265.1_rep3	1924097	1720316
RS_GCF_001375555.1_rep6	1924101	1522315
RS_GCF_001375555.1	1924101	1522315
RS_GCF_001375555.1_rep7	1924101	1522315
RS_GCF_001375555.1_rep4	1924101	1522315
RS_GCF_001375555.1_rep5	1924101	1522315
RS_GCF_001375555.1_rep8	1924101	1522315
RS_GCF_001375555.1_rep1	1924101	1522315
RS_GCF_001375555.1_rep2	1924101	1522315
RS_GCF_900048895.1	1924105	1776382
RS_GCF_900048895.1_rep5	1924105	1776382
RS_GCF_900048895.1_rep8	1924105	1776382
RS_GCF_900048895.1_rep2	1924105	1776382
GB_GCA_946554335.1_rep0	1924105	1924108
GB_GCA_904391645.1	1924105	1924108
RS_GCF_900048895.1_rep0	1924105	1776382
RS_GCF_900048895.1_rep6	1924105	1776382
GB_GCA_947647615.1	1924105	1924108
GB_GCA_947647615.1_rep0	1924105	1924108
RS_GCF_900048895.1_rep4	1924105	1776382
RS_GCF_900048895.1_rep1	1924105	1776382
GB_GCA_904391645.1_rep0	1924105	1924108
GB_GCA_904419785.1_rep0	1924105	1924108
RS_GCF_002160865.1_rep6	1924110	1776392
GB_GCA_019117525.1_rep7	1924110	2838659
GB_GCA_019117525.1_rep5	1924110	2838659
RS_GCF_002160865.1	1924110	1776392
RS_GCF_002160865.1_rep0	1924110	1776392
RS_GCF_002160865.1_rep5	1924110	1776392
GB_GCA_944326805.1_rep0	1924110	1924113
RS_GCF_002160865.1_rep3	1924110	1776392
GB_GCA_019117525.1_rep6	1924110	2838659
GB_GCA_019117525.1_rep4	1924110	2838659
GB_GCA_944325245.1	1924110	1924113
GB_GCA_019117525.1	1924110	2838659
GB_GCA_019117525.1_rep2	1924110	2838659
GB_GCA_944326805.1	1924110	1924113
GB_GCA_944325245.1_rep3	1924110	1924113
GB_GCA_944325245.1_rep2	1924110	1924113
GB_GCA_944326805.1_rep3	1924110	1924113
GB_GCA_944326805.1_rep2	1924110	1924113
GB_GCA_944325245.1_rep1	1924110	1924113
GB_GCA_019117525.1_rep8	1924110	2838659
RS_GCF_002160865.1_rep8	1924110	1776392
RS_GCF_002160865.1_rep2	1924110	1776392
GB_GCA_944326805.1_rep1	1924110	1924113
GB_GCA_019117525.1_rep3	1924110	2838659
RS_GCF_013839445.1_rep3	1926253	1683161
RS_GCF_013839445.1_rep1	1926253	1683161
RS_GCF_013839525.1_rep4	1926253	2735553
RS_GCF_013839525.1_rep0	1926253	2735553
RS_GCF_013839525.1_rep7	1926253	2735553
RS_GCF_013839445.1_rep8	1926253	1683161
RS_GCF_013839525.1_rep2	1926253	2735553
RS_GCF_013839525.1_rep5	1926253	2735553
RS_GCF_013839445.1_rep4	1926253	1683161
RS_GCF_013839525.1_rep6	1926253	2735553
RS_GCF_013839445.1_rep5	1926253	1683161
RS_GCF_013839525.1_rep1	1926253	2735553
RS_GCF_013839445.1_rep0	1926253	1683161
RS_GCF_013839445.1_rep7	1926253	1683161
RS_GCF_013839525.1_rep3	1926253	2735553
RS_GCF_013839445.1_rep6	1926253	1683161
RS_GCF_009733845.1_rep1	1926259	1743262
RS_GCF_009660225.1_rep1	1926259	2654547
RS_GCF_009660225.1_rep3	1926259	2654547
RS_GCF_009733845.1	1926259	1743262
RS_GCF_009660225.1_rep4	1926259	2654547
RS_GCF_009733815.1_rep1	1926259	1524924
RS_GCF_009733815.1_rep8	1926259	1524924
RS_GCF_009733845.1_rep5	1926259	1743262
RS_GCF_009733845.1_rep3	1926259	1743262
RS_GCF_009660225.1_rep5	1926259	2654547
RS_GCF_009660225.1	1926259	2654547
RS_GCF_009733815.1	1926259	1524924
RS_GCF_009733815.1_rep7	1926259	1524924
RS_GCF_009660225.1_rep7	1926259	2654547
RS_GCF_009733845.1_rep6	1926259	1743262
RS_GCF_009660225.1_rep0	1926259	2654547
RS_GCF_009733815.1_rep3	1926259	1524924
RS_GCF_009660225.1_rep8	1926259	2654547
RS_GCF_009733845.1_rep8	1926259	1743262
RS_GCF_009733815.1_rep4	1926259	1524924
RS_GCF_009733845.1_rep7	1926259	1743262
RS_GCF_009733845.1_rep4	1926259	1743262
RS_GCF_009733815.1_rep2	1926259	1524924
RS_GCF_009733845.1_rep0	1926259	1743262
GB_GCA_904420065.1_rep1	1926556	1926559
RS_GCF_900086585.1_rep5	1926556	1776384
RS_GCF_900086585.1_rep3	1926556	1776384
GB_GCA_937997955.1	1926556	1926559
RS_GCF_900086585.1_rep8	1926556	1776384
GB_GCA_904420065.1_rep0	1926556	1926559
RS_GCF_900086585.1_rep2	1926556	1776384
GB_GCA_902476665.1	1926556	1926559
RS_GCF_900086585.1_rep6	1926556	1776384
RS_GCF_900086585.1_rep7	1926556	1776384
RS_GCF_900086585.1	1926556	1776384
RS_GCF_900086585.1_rep1	1926556	1776384
GB_GCA_902476665.1_rep0	1926556	1926559
GB_GCA_944388465.1_rep0	1926556	1926559
GB_GCA_937997955.1_rep0	1926556	1926559
GB_GCA_937997955.1_rep1	1926556	1926559
RS_GCF_900091655.1_rep2	1926651	1841857
RS_GCF_900091655.1_rep8	1926651	1841857
RS_GCF_900091655.1_rep1	1926651	1841857
RS_GCF_900091655.1_rep5	1926651	1841857
GB_GCA_031262745.1_rep3	1926651	1926652
GB_GCA_031271755.1_rep0	1926651	1926652
GB_GCA_031271755.1_rep3	1926651	1926652
RS_GCF_900091655.1	1926651	1841857
GB_GCA_031262745.1_rep2	1926651	1926652
GB_GCA_031271755.1_rep2	1926651	1926652
RS_GCF_900091655.1_rep6	1926651	1841857
RS_GCF_900091655.1_rep4	1926651	1841857
GB_GCA_031262745.1_rep1	1926651	1926652
RS_GCF_900091655.1_rep7	1926651	1841857
GB_GCA_031262745.1_rep0	1926651	1926652
RS_GCF_900091655.1_rep3	1926651	1841857
RS_GCF_016899855.1_rep2	1926655	1841864
RS_GCF_016899855.1	1926655	1841864
RS_GCF_016899855.1_rep8	1926655	1841864
RS_GCF_016899855.1_rep1	1926655	1841864
RS_GCF_016899855.1_rep7	1926655	1841864
RS_GCF_016899855.1_rep3	1926655	1841864
RS_GCF_016899855.1_rep4	1926655	1841864
RS_GCF_016899855.1_rep6	1926655	1841864
RS_GCF_030373965.1	1926659	1841865
GB_GCA_015060685.1	1926659	1841865
GB_GCA_015060695.1	1926659	1841865
GB_GCA_031259755.1	1926659	1926660
GB_GCA_031287715.1	1926659	1926660
GB_GCA_031261785.1	1926659	1926660
GB_GCA_945836915.1	1926659	1926662
GB_GCA_946007445.1	1926659	1926662
RS_GCF_900128475.1	1926659	1841865
GB_GCA_945831575.1	1926659	1926662
RS_GCF_902493215.1	1926659	1926662
GB_GCA_031262385.1	1926659	1926660
GB_GCA_939791845.1	1926659	1926662
GB_GCA_031258135.1	1926659	1926660
GB_GCA_958402075.1	1926659	1841865
GB_GCA_934255485.1_rep4	1926672	1926676
GB_GCA_934255485.1_rep0	1926672	1926676
RS_GCF_021531665.1_rep2	1926672	1852370
GB_GCA_009775705.1_rep0	1926672	1926673
GB_GCA_934255485.1	1926672	1926676
GB_GCA_018383375.1	1926672	1926673
GB_GCA_018383375.1_rep3	1926672	1926673
RS_GCF_900106785.1	1926672	1852370
GB_GCA_018383375.1_rep2	1926672	1926673
GB_GCA_934255485.1_rep3	1926672	1926676
RS_GCF_021531665.1	1926672	1852370
GB_GCA_018383375.1_rep0	1926672	1926673
RS_GCF_900106785.1_rep1	1926672	1852370
GB_GCA_934255485.1_rep6	1926672	1926676
GB_GCA_934255485.1_rep5	1926672	1926676
GB_GCA_934255485.1_rep8	1926672	1926676
GB_GCA_018383375.1_rep1	1926672	1926673
GB_GCA_934255485.1_rep1	1926672	1926676
GB_GCA_009775705.1_rep3	1926672	1926673
RS_GCF_021531665.1_rep1	1926672	1852370
RS_GCF_900106785.1_rep0	1926672	1852370
RS_GCF_900155735.1_rep1	1928820	1871029
RS_GCF_900155735.1_rep3	1928820	1871029
GB_GCA_029267335.1_rep3	1928820	1871029
RS_GCF_900604335.1_rep5	1928820	2364792
GB_GCA_029267335.1_rep0	1928820	1871029
RS_GCF_900604335.1_rep6	1928820	2364792
GB_GCA_029267335.1_rep1	1928820	1871029
RS_GCF_900155735.1	1928820	1871029
RS_GCF_900604335.1_rep2	1928820	2364792
RS_GCF_900604335.1_rep8	1928820	2364792
GB_GCA_029267335.1_rep2	1928820	1871029
RS_GCF_900155735.1_rep2	1928820	1871029
RS_GCF_900604335.1_rep4	1928820	2364792
RS_GCF_900604335.1_rep0	1928820	2364792
RS_GCF_900604335.1_rep7	1928820	2364792
RS_GCF_900155735.1_rep0	1928820	1871029
GB_GCA_945919165.1_rep0	1929045	1929048
RS_GCF_900104665.1_rep7	1929045	1903263
RS_GCF_900104665.1_rep3	1929045	1903263
RS_GCF_900104665.1	1929045	1903263
RS_GCF_900104665.1_rep6	1929045	1903263
GB_GCA_945938205.1_rep1	1929045	1929048
RS_GCF_900104665.1_rep5	1929045	1903263
GB_GCA_944324265.1	1929045	1929048
GB_GCA_944324265.1_rep0	1929045	1929048
RS_GCF_900104665.1_rep2	1929045	1903263
GB_GCA_945938205.1	1929045	1929048
RS_GCF_944327115.1_rep1	1929045	1929048
RS_GCF_900104665.1_rep8	1929045	1903263
RS_GCF_900104665.1_rep0	1929045	1903263
RS_GCF_900104665.1_rep4	1929045	1903263
GB_GCA_945938205.1_rep0	1929045	1929048
GB_GCA_017630115.1	1929083	1929085
GB_GCA_017379955.1	1929083	1929085
GB_GCA_017628305.1	1929083	1929085
GB_GCA_017648105.1	1929083	1929085
GB_GCA_017547065.1	1929083	1929085
GB_GCA_017521965.1	1929083	1929085
GB_GCA_017466345.1	1929083	1929085
GB_GCA_934663885.1	1929083	1929087
GB_GCA_017935385.1	1929083	1929085
GB_GCA_017390585.1	1929083	1929085
GB_GCA_017503805.1	1929083	1929085
GB_GCA_944326085.1	1929083	1929087
GB_GCA_019116245.1	1929083	2838766
GB_GCA_017936605.1	1929083	1929085
GB_GCA_017631375.1	1929083	1929085
GB_GCA_017628675.1	1929083	1929085
GB_GCA_019114205.1	1929083	2838767
RS_GCF_025210435.1_rep4	1929105	1929132
RS_GCF_002270055.1_rep3	1929105	1478221
RS_GCF_025210435.1_rep0	1929105	1929132
RS_GCF_002270055.1_rep2	1929105	1478221
RS_GCF_002270055.1_rep6	1929105	1478221
RS_GCF_002270055.1_rep4	1929105	1478221
RS_GCF_025210435.1_rep1	1929105	1929132
RS_GCF_025210435.1_rep2	1929105	1929132
RS_GCF_025210435.1_rep8	1929105	1929132
RS_GCF_025210435.1_rep5	1929105	1929132
RS_GCF_002270055.1_rep7	1929105	1478221
RS_GCF_025210435.1_rep6	1929105	1929132
RS_GCF_025210435.1_rep3	1929105	1929132
RS_GCF_002270055.1_rep5	1929105	1478221
RS_GCF_002270055.1_rep0	1929105	1478221
RS_GCF_002270055.1_rep8	1929105	1478221
RS_GCF_001614315.2_rep2	1929135	1611323
RS_GCF_001614315.2	1929135	1611323
RS_GCF_001614315.2_rep1	1929135	1611323
RS_GCF_001614315.2_rep5	1929135	1611323
RS_GCF_001614315.2_rep7	1929135	1611323
RS_GCF_001614315.2_rep3	1929135	1611323
RS_GCF_001614315.2_rep8	1929135	1611323
RS_GCF_001614315.2_rep4	1929135	1611323
RS_GCF_001486165.1_rep1	1929297	1720313
RS_GCF_017566145.1	1929297	1720313
RS_GCF_017566145.1_rep1	1929297	1720313
RS_GCF_001486165.1_rep0	1929297	1720313
RS_GCF_017566145.1_rep2	1929297	1720313
RS_GCF_001486165.1_rep3	1929297	1720313
RS_GCF_017566145.1_rep3	1929297	1720313
RS_GCF_001486165.1_rep2	1929297	1720313
GB_GCA_028689835.1_rep5	1929305	1929306
GB_GCA_944386515.1_rep1	1929305	1929308
RS_GCF_900199435.1_rep2	1929305	1917873
GB_GCA_944386515.1_rep0	1929305	1929308
GB_GCA_028689835.1_rep6	1929305	1929306
GB_GCA_944386485.1_rep1	1929305	1929308
GB_GCA_944386485.1_rep0	1929305	1929308
GB_GCA_028689835.1_rep2	1929305	1929306
RS_GCF_900199435.1_rep1	1929305	1917873
GB_GCA_944386485.1	1929305	1929308
GB_GCA_019113125.1_rep6	1929305	2838744
GB_GCA_944388335.1	1929305	1929308
GB_GCA_022778585.1_rep1	1929305	1917873
GB_GCA_019113125.1	1929305	2838744
GB_GCA_028689835.1_rep0	1929305	1929306
GB_GCA_019113125.1_rep7	1929305	2838744
GB_GCA_022778585.1	1929305	1917873
GB_GCA_028689835.1_rep1	1929305	1929306
GB_GCA_022778585.1_rep2	1929305	1917873
RS_GCF_900199435.1	1929305	1917873
GB_GCA_022778585.1_rep3	1929305	1917873
GB_GCA_944388335.1_rep0	1929305	1929308
GB_GCA_019113125.1_rep8	1929305	2838744
GB_GCA_019113125.1_rep3	1929305	2838744
GB_GCA_019113125.1_rep2	1929305	2838744
GB_GCA_019113125.1_rep4	1929305	2838744
GB_GCA_028689835.1_rep3	1929305	1929306
GB_GCA_019113125.1_rep0	1929305	2838744
GB_GCA_028689835.1_rep7	1929305	1929306
RS_GCF_900199435.1_rep3	1929305	1917873
RS_GCF_000374325.1_rep7	192987	1120978
RS_GCF_000374325.1	192987	1120978
RS_GCF_000374325.1_rep1	192987	1120978
RS_GCF_000374325.1_rep2	192987	1120978
RS_GCF_000374325.1_rep8	192987	1120978
RS_GCF_000374325.1_rep0	192987	1120978
RS_GCF_000374325.1_rep4	192987	1120978
RS_GCF_000374325.1_rep5	192987	1120978
RS_GCF_900108055.1_rep0	192992	29539
RS_GCF_900108055.1	192992	29539
RS_GCF_028867705.1_rep2	192992	29539
RS_GCF_028867705.1_rep1	192992	29539
RS_GCF_028867705.1_rep0	192992	29539
RS_GCF_900108055.1_rep3	192992	29539
RS_GCF_900108055.1_rep2	192992	29539
RS_GCF_900108055.1_rep1	192992	29539
GB_GCA_001515265.1_rep7	1930291	1755312
GB_GCA_001515265.1	1930291	1755312
GB_GCA_001515265.1_rep4	1930291	1755312
GB_GCA_001515265.1_rep0	1930291	1755312
GB_GCA_001515265.1_rep1	1930291	1755312
GB_GCA_001515265.1_rep3	1930291	1755312
GB_GCA_001515265.1_rep8	1930291	1755312
GB_GCA_001515265.1_rep5	1930291	1755312
RS_GCF_018420025.1_rep0	1930592	2789015
RS_GCF_018420025.1	1930592	2789015
RS_GCF_018420025.1_rep3	1930592	2789015
RS_GCF_018420025.1_rep5	1930592	2789015
RS_GCF_018420025.1_rep1	1930592	2789015
RS_GCF_018420025.1_rep4	1930592	2789015
RS_GCF_018420025.1_rep6	1930592	2789015
RS_GCF_018420025.1_rep7	1930592	2789015
RS_GCF_004363045.1_rep4	1930791	1508390
RS_GCF_004363045.1	1930791	1508390
RS_GCF_004363045.1_rep0	1930791	1508390
RS_GCF_004363045.1_rep7	1930791	1508390
RS_GCF_004363045.1_rep8	1930791	1508390
RS_GCF_004363045.1_rep6	1930791	1508390
RS_GCF_004363045.1_rep3	1930791	1508390
RS_GCF_004363045.1_rep1	1930791	1508390
RS_GCF_030814315.1_rep8	1930795	1553429
RS_GCF_030814315.1	1930795	1553429
RS_GCF_030814315.1_rep4	1930795	1553429
RS_GCF_030814315.1_rep6	1930795	1553429
RS_GCF_030814315.1_rep0	1930795	1553429
RS_GCF_030814315.1_rep7	1930795	1553429
RS_GCF_030814315.1_rep2	1930795	1553429
RS_GCF_030814315.1_rep1	1930795	1553429
RS_GCF_001832905.1_rep8	1930830	1859473
RS_GCF_001832885.1_rep1	1930830	1859475
RS_GCF_001832905.1_rep3	1930830	1859473
RS_GCF_001832905.1_rep7	1930830	1859473
RS_GCF_001832905.1_rep5	1930830	1859473
RS_GCF_001832885.1_rep3	1930830	1859475
RS_GCF_001832905.1_rep1	1930830	1859473
RS_GCF_001832905.1_rep4	1930830	1859473
RS_GCF_001832885.1_rep0	1930830	1859475
RS_GCF_001832885.1_rep4	1930830	1859475
RS_GCF_001832885.1_rep7	1930830	1859475
RS_GCF_001832905.1_rep6	1930830	1859473
RS_GCF_001832885.1_rep8	1930830	1859475
RS_GCF_001832905.1_rep2	1930830	1859473
RS_GCF_001832885.1_rep5	1930830	1859475
RS_GCF_001832885.1_rep6	1930830	1859475
RS_GCF_900120375.1_rep6	1930845	1871025
RS_GCF_900120375.1	1930845	1871025
RS_GCF_900120375.1_rep8	1930845	1871025
RS_GCF_900120375.1_rep4	1930845	1871025
RS_GCF_900120375.1_rep2	1930845	1871025
RS_GCF_900120375.1_rep0	1930845	1871025
RS_GCF_900120375.1_rep1	1930845	1871025
RS_GCF_900120375.1_rep7	1930845	1871025
RS_GCF_021234875.1_rep3	1930860	1444977
RS_GCF_021234875.1	1930860	1444977
RS_GCF_021234875.1_rep5	1930860	1444977
RS_GCF_021234875.1_rep2	1930860	1444977
RS_GCF_021234875.1_rep7	1930860	1444977
RS_GCF_021234875.1_rep0	1930860	1444977
RS_GCF_021234875.1_rep1	1930860	1444977
RS_GCF_021234875.1_rep6	1930860	1444977
RS_GCF_000688395.1_rep1	1930924	1121020
RS_GCF_000688395.1	1930924	1121020
RS_GCF_000688395.1_rep0	1930924	1121020
RS_GCF_000688395.1_rep5	1930924	1121020
RS_GCF_000688395.1_rep8	1930924	1121020
RS_GCF_000688395.1_rep7	1930924	1121020
RS_GCF_000688395.1_rep6	1930924	1121020
RS_GCF_000688395.1_rep4	1930924	1121020
RS_GCF_002149925.1_rep1	1930932	1570016
RS_GCF_002149925.1	1930932	1570016
RS_GCF_002149925.1_rep2	1930932	1570016
RS_GCF_002149925.1_rep5	1930932	1570016
RS_GCF_002149925.1_rep3	1930932	1570016
RS_GCF_002149925.1_rep6	1930932	1570016
RS_GCF_002149925.1_rep4	1930932	1570016
RS_GCF_002149925.1_rep0	1930932	1570016
GB_GCA_000309075.1_rep0	1930933	752179
GB_GCA_000309075.1	1930933	752179
GB_GCA_000309075.1_rep7	1930933	752179
GB_GCA_000309075.1_rep2	1930933	752179
GB_GCA_000309075.1_rep8	1930933	752179
GB_GCA_000309075.1_rep5	1930933	752179
GB_GCA_000309075.1_rep3	1930933	752179
GB_GCA_000309075.1_rep6	1930933	752179
GB_GCA_025800215.1_rep1	1931200	1931201
RS_GCF_002210095.1_rep1	1931200	1679460
RS_GCF_002210095.1_rep0	1931200	1679460
RS_GCF_002210095.1_rep6	1931200	1679460
RS_GCF_002210095.1	1931200	1679460
RS_GCF_002210095.1_rep7	1931200	1679460
RS_GCF_002210095.1_rep2	1931200	1679460
GB_GCA_017643305.1_rep1	1931200	1931201
GB_GCA_025800215.1_rep0	1931200	1931201
GB_GCA_025800215.1_rep2	1931200	1931201
GB_GCA_017643305.1_rep0	1931200	1931201
RS_GCF_002210095.1_rep4	1931200	1679460
RS_GCF_002210095.1_rep5	1931200	1679460
RS_GCF_014698965.1_rep8	1932705	2748662
RS_GCF_014698965.1	1932705	2748662
RS_GCF_014698965.1_rep1	1932705	2748662
RS_GCF_014698965.1_rep7	1932705	2748662
RS_GCF_014698965.1_rep6	1932705	2748662
RS_GCF_014698965.1_rep0	1932705	2748662
RS_GCF_014698965.1_rep3	1932705	2748662
RS_GCF_014698965.1_rep4	1932705	2748662
RS_GCF_001299475.1_rep8	1933048	1673724
RS_GCF_001299475.1	1933048	1673724
RS_GCF_001299475.1_rep1	1933048	1673724
RS_GCF_001299475.1_rep6	1933048	1673724
RS_GCF_001299475.1_rep5	1933048	1673724
RS_GCF_001299475.1_rep4	1933048	1673724
RS_GCF_001299475.1_rep0	1933048	1673724
RS_GCF_001299475.1_rep2	1933048	1673724
RS_GCF_001697225.1_rep8	1934947	1810504
RS_GCF_014359565.1_rep0	1934947	1934948
RS_GCF_001697225.1_rep4	1934947	1810504
RS_GCF_001697225.1	1934947	1810504
RS_GCF_028696615.1	1934947	1934948
RS_GCF_001697225.1_rep5	1934947	1810504
RS_GCF_001697225.1_rep7	1934947	1810504
RS_GCF_001697225.1_rep3	1934947	1810504
RS_GCF_001697225.1_rep0	1934947	1810504
RS_GCF_028696615.1_rep0	1934947	1934948
RS_GCF_001697225.1_rep6	1934947	1810504
GB_GCA_020024515.1	1935176	1935177
GB_GCA_910585535.1	1935176	1935179
GB_GCA_947564495.1	1935176	1935179
GB_GCA_937914895.1	1935176	1935179
RS_GCF_900104675.1	1935176	1871018
GB_GCA_013316495.1	1935176	1935177
GB_GCA_904420255.1	1935176	1935179
GB_GCA_020025195.1	1935176	1935177
GB_GCA_022794295.1	1935176	1935177
GB_GCA_934524965.1	1935176	1935179
RS_GCF_900089075.1_rep7	1935184	1816680
RS_GCF_900089075.1	1935184	1816680
RS_GCF_900089075.1_rep0	1935184	1816680
RS_GCF_900089075.1_rep4	1935184	1816680
RS_GCF_900089075.1_rep1	1935184	1816680
RS_GCF_900089075.1_rep2	1935184	1816680
RS_GCF_900089075.1_rep3	1935184	1816680
